,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS,date,season
0,1610612737,Atlanta Hawks,68,40,28,0.588,48.1,36.3,78.9,0.46,7.3,20.1,0.363,18.5,25.3,0.734,10.6,29.6,40.2,20.6,12.8,7.4,4.7,4.3,19.4,20.5,98.4,2.0,3,12,12,12,29,20,24,11,8,7,18,21,12,29,19,19,21,17,5,12,15,8,5,21,20,11,10,Atlanta Hawks,2009-03-17,2008-09
1,1610612738,Boston Celtics,68,50,18,0.735,48.4,37.3,76.9,0.485,6.5,16.6,0.39,20.2,26.2,0.771,10.8,31.7,42.5,22.5,15.9,7.8,4.6,4.6,23.5,22.7,101.3,8.1,3,3,3,3,15,9,29,2,18,21,2,7,6,15,18,6,8,4,29,7,19,12,27,5,10,2,10,Boston Celtics,2009-03-17,2008-09
2,1610612766,Charlotte Bobcats,67,29,38,0.433,48.6,34.9,76.7,0.454,6.0,16.1,0.372,17.7,23.7,0.746,10.6,28.8,39.4,21.2,15.4,7.0,4.7,6.0,21.9,20.9,93.4,-1.2,12,19,18,19,3,30,30,17,23,22,12,25,20,26,20,26,27,12,25,19,14,29,21,16,29,19,10,Charlotte Bobcats,2009-03-17,2008-09
3,1610612741,Chicago Bulls,68,31,37,0.456,48.7,37.7,83.5,0.451,6.0,15.8,0.382,19.9,25.2,0.79,12.1,30.4,42.5,21.0,14.9,7.5,5.5,5.6,21.3,20.9,101.3,-1.2,3,17,17,17,1,8,5,19,22,23,6,10,13,8,6,13,7,14,20,9,5,27,19,15,11,18,10,Chicago Bulls,2009-03-17,2008-09
4,1610612739,Cleveland Cavaliers,67,54,13,0.806,48.1,36.7,78.3,0.469,8.0,20.7,0.389,18.8,25.0,0.754,10.8,30.9,41.7,19.9,13.2,7.7,5.4,4.0,20.0,20.6,100.3,9.0,12,1,1,1,23,14,25,5,3,5,3,16,15,23,17,9,14,25,8,8,6,6,6,20,12,1,10,Cleveland Cavaliers,2009-03-17,2008-09
5,1610612742,Dallas Mavericks,68,41,27,0.603,48.4,38.2,82.8,0.461,6.9,19.7,0.348,18.2,22.3,0.817,11.2,31.6,42.8,21.6,13.1,7.3,5.3,4.1,19.3,20.0,101.4,1.4,3,10,11,11,15,7,7,9,13,10,24,24,29,2,15,7,5,10,7,16,9,7,3,24,9,13,10,Dallas Mavericks,2009-03-17,2008-09
6,1610612743,Denver Nuggets,68,43,25,0.632,48.1,36.8,79.1,0.466,6.4,17.4,0.365,23.1,30.5,0.757,11.2,30.5,41.7,22.0,15.5,8.5,5.9,5.4,22.8,23.7,103.0,2.9,3,7,6,7,26,13,22,6,19,18,15,2,1,21,13,12,13,6,26,3,3,25,25,3,7,9,10,Denver Nuggets,2009-03-17,2008-09
7,1610612765,Detroit Pistons,66,33,33,0.5,48.5,36.2,79.8,0.454,4.5,13.0,0.345,16.8,22.4,0.752,11.3,29.9,41.2,20.7,12.0,6.3,4.6,4.0,21.1,19.8,93.8,-0.5,25,16,16,16,9,21,19,18,28,29,25,29,28,25,12,18,16,16,1,28,20,4,18,27,28,16,10,Detroit Pistons,2009-03-17,2008-09
8,1610612744,Golden State Warriors,67,24,43,0.358,48.5,39.4,85.8,0.459,6.6,17.9,0.371,23.4,29.8,0.786,11.7,30.4,42.1,20.9,15.0,7.9,6.5,5.0,22.1,23.8,108.7,-3.5,12,23,23,23,7,3,3,12,16,17,14,1,2,10,8,15,11,15,22,6,1,18,23,1,1,23,10,Golden State Warriors,2009-03-17,2008-09
9,1610612745,Houston Rockets,69,44,25,0.638,48.2,35.7,79.3,0.451,7.6,20.6,0.371,19.3,24.0,0.806,10.3,32.4,42.7,20.3,14.3,6.9,4.1,5.3,18.9,21.0,98.4,3.8,1,6,6,6,22,27,21,20,7,6,13,12,19,5,23,2,6,20,14,25,27,22,2,14,19,6,10,Houston Rockets,2009-03-17,2008-09
10,1610612754,Indiana Pacers,68,28,40,0.412,48.4,38.8,86.2,0.45,7.9,21.1,0.374,18.8,23.2,0.808,11.3,32.1,43.5,22.0,14.9,7.0,5.1,5.5,23.5,21.2,104.3,-2.2,3,20,22,22,11,4,2,21,5,3,9,19,23,4,11,4,2,5,21,20,11,26,28,12,5,21,10,Indiana Pacers,2009-03-17,2008-09
11,1610612746,Los Angeles Clippers,67,16,51,0.239,48.5,35.8,82.1,0.436,6.5,18.4,0.351,17.3,23.3,0.744,11.2,28.9,40.1,21.0,14.8,7.0,6.0,5.3,20.7,19.9,95.3,-8.6,12,28,28,28,6,26,9,30,17,15,23,28,22,27,14,24,22,13,19,18,2,23,16,25,26,29,10,Los Angeles Clippers,2009-03-17,2008-09
12,1610612747,Los Angeles Lakers,67,53,14,0.791,48.3,40.6,85.1,0.477,6.8,18.7,0.364,19.9,25.9,0.77,12.5,31.7,44.3,23.5,13.6,8.6,5.4,4.7,20.6,22.3,108.0,7.7,12,2,2,2,18,1,4,3,14,14,16,9,7,16,3,5,1,2,11,2,7,13,12,8,3,3,10,Los Angeles Lakers,2009-03-17,2008-09
13,1610612763,Memphis Grizzlies,66,17,49,0.258,48.4,34.9,77.5,0.45,4.7,13.5,0.345,18.9,25.1,0.753,10.5,28.4,39.0,17.3,15.1,7.4,4.5,5.6,21.8,21.7,93.3,-6.3,25,27,27,27,12,29,27,22,27,27,26,15,14,24,21,28,29,30,24,11,21,28,20,9,30,27,10,Memphis Grizzlies,2009-03-17,2008-09
14,1610612748,Miami Heat,66,36,30,0.545,48.6,37.0,81.3,0.455,7.0,19.8,0.353,17.4,22.8,0.764,10.2,29.1,39.3,20.2,12.7,8.2,5.6,4.0,20.6,19.9,98.5,0.0,25,13,13,13,2,10,11,16,11,9,22,27,25,20,25,23,28,22,3,4,4,4,14,26,18,15,10,Miami Heat,2009-03-17,2008-09
15,1610612749,Milwaukee Bucks,69,31,38,0.449,48.3,36.6,82.1,0.446,6.1,16.8,0.361,20.2,25.8,0.785,12.2,28.8,41.0,21.7,14.3,7.4,3.8,4.7,24.3,22.9,99.5,-0.5,1,17,18,18,21,16,8,27,21,20,20,8,9,11,5,27,20,9,13,13,29,14,30,4,14,17,10,Milwaukee Bucks,2009-03-17,2008-09
16,1610612750,Minnesota Timberwolves,67,20,47,0.299,48.4,36.8,83.2,0.442,6.3,18.4,0.344,18.8,24.3,0.773,12.1,29.9,42.0,20.4,14.3,6.4,4.1,6.2,22.1,20.2,98.8,-4.4,12,25,25,25,13,12,6,29,20,15,28,17,18,14,7,17,12,19,15,27,26,30,22,23,17,25,10,Minnesota Timberwolves,2009-03-17,2008-09
17,1610612751,New Jersey Nets,67,28,39,0.418,48.4,35.8,80.1,0.447,8.0,21.0,0.38,19.2,24.5,0.783,10.5,29.3,39.7,19.8,13.2,7.0,4.7,4.8,22.9,20.7,98.8,-2.7,12,20,21,21,10,25,17,24,4,4,8,13,16,12,22,22,24,26,9,21,18,16,26,18,16,22,10,New Jersey Nets,2009-03-17,2008-09
18,1610612740,New Orleans Hornets,66,41,25,0.621,48.1,35.2,77.0,0.457,7.2,19.3,0.373,18.4,22.8,0.808,10.0,29.9,39.9,19.7,12.8,7.3,4.3,3.6,20.2,20.8,96.0,2.5,25,10,6,9,28,28,28,13,9,11,10,23,27,3,28,16,23,28,4,15,23,1,8,17,25,10,10,New Orleans Hornets,2009-03-17,2008-09
19,1610612752,New York Knicks,66,28,38,0.424,48.3,38.6,86.8,0.444,10.4,28.7,0.363,18.5,23.4,0.792,11.1,31.3,42.4,21.5,14.4,7.3,2.3,5.3,20.6,19.5,106.1,-1.8,25,20,18,20,17,5,1,28,1,1,19,22,21,7,16,8,9,11,17,14,30,24,14,29,4,20,10,New York Knicks,2009-03-17,2008-09
20,1610612760,Oklahoma City Thunder,67,19,48,0.284,48.4,36.6,81.8,0.448,4.1,11.6,0.356,20.2,25.7,0.787,12.4,30.6,43.0,20.0,16.7,7.3,4.4,5.0,20.6,20.7,97.6,-5.4,12,26,26,26,13,17,10,23,30,30,21,6,10,9,4,11,4,24,30,17,22,17,11,19,22,26,10,Oklahoma City Thunder,2009-03-17,2008-09
21,1610612753,Orlando Magic,67,49,18,0.731,48.1,36.0,78.3,0.46,10.3,26.5,0.388,19.7,27.3,0.724,10.1,33.2,43.3,19.4,14.3,7.0,5.4,3.7,20.2,22.4,102.1,7.1,12,4,3,4,23,24,25,10,2,2,4,11,4,30,26,1,3,29,15,24,7,2,9,7,8,4,10,Orlando Magic,2009-03-17,2008-09
