,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS,date,season
0,1610612737,Atlanta Hawks,38,23,15,0.605,48.0,38.6,83.6,0.462,9.2,26.7,0.345,16.5,20.8,0.793,8.8,31.6,40.5,25.5,14.7,9.6,5.6,4.9,18.8,18.8,102.9,2.3,14,7,6,7,27,5,19,6,8,8,18,22,27,5,30,26,29,3,16,2,9,15,6,26,7,9,10,Atlanta Hawks,2016-01-12,2015-16
1,1610612738,Boston Celtics,38,19,19,0.5,48.3,38.3,88.6,0.432,8.7,27.3,0.319,17.3,22.3,0.778,11.4,33.2,44.6,23.6,14.5,9.5,4.6,5.2,22.3,20.7,102.6,2.9,14,17,14,16,16,8,2,24,12,7,27,16,19,12,6,15,9,6,13,3,18,16,29,13,8,8,10,Boston Celtics,2016-01-12,2015-16
2,1610612751,Brooklyn Nets,38,10,28,0.263,48.3,37.7,85.1,0.443,5.3,16.9,0.312,14.6,19.2,0.761,10.9,33.1,44.0,21.2,15.2,7.7,4.0,5.3,18.6,18.0,95.2,-7.2,14,28,28,28,16,15,10,17,29,28,29,29,29,15,9,18,11,18,22,17,23,19,4,29,29,28,10,Brooklyn Nets,2016-01-12,2015-16
3,1610612766,Charlotte Hornets,37,17,20,0.459,48.3,36.2,84.2,0.43,9.9,28.6,0.346,18.7,23.9,0.783,9.1,34.4,43.5,21.1,12.8,7.1,5.6,5.2,18.5,20.8,101.1,0.6,24,18,18,19,15,25,15,25,5,4,17,7,10,9,27,6,16,19,1,24,8,18,3,10,17,14,10,Charlotte Hornets,2016-01-12,2015-16
4,1610612741,Chicago Bulls,37,22,15,0.595,48.9,38.2,87.8,0.434,8.0,21.6,0.368,17.8,22.9,0.78,11.6,37.4,49.0,22.3,14.8,6.2,6.6,5.6,18.8,19.2,102.1,1.3,24,8,6,8,1,9,3,23,20,22,4,11,15,11,5,1,1,11,17,29,2,26,5,23,11,12,10,Chicago Bulls,2016-01-12,2015-16
5,1610612739,Cleveland Cavaliers,36,27,9,0.75,48.6,37.4,83.1,0.45,10.3,28.7,0.36,16.6,22.8,0.73,10.9,34.2,45.1,22.3,13.9,7.0,3.8,4.7,19.9,20.9,101.9,6.4,29,3,3,3,4,17,20,11,3,3,9,20,16,24,10,7,7,10,9,26,27,9,12,9,12,4,10,Cleveland Cavaliers,2016-01-12,2015-16
6,1610612742,Dallas Mavericks,39,22,17,0.564,48.6,37.3,84.1,0.444,9.6,28.1,0.343,17.3,22.2,0.782,9.2,34.5,43.8,22.0,13.4,7.2,3.6,4.1,19.2,21.8,101.6,0.7,9,8,11,11,3,19,16,16,6,6,20,17,21,10,25,5,14,13,3,23,29,5,9,5,13,13,10,Dallas Mavericks,2016-01-12,2015-16
7,1610612743,Denver Nuggets,38,14,24,0.368,48.3,36.7,85.2,0.43,8.2,24.1,0.341,16.8,22.4,0.749,12.2,32.6,44.8,22.3,14.8,7.0,4.8,6.2,20.4,20.7,98.3,-4.5,14,24,22,24,16,22,9,26,16,17,21,19,18,20,3,20,8,12,18,25,17,29,15,11,23,25,10,Denver Nuggets,2016-01-12,2015-16
8,1610612765,Detroit Pistons,38,21,17,0.553,48.9,37.9,88.7,0.428,8.7,26.1,0.334,16.6,25.3,0.655,13.6,33.9,47.5,18.8,13.9,7.9,3.6,4.8,19.1,22.1,101.2,1.9,14,12,11,12,2,11,1,28,12,9,23,21,6,30,1,10,2,27,10,15,30,12,8,3,16,10,10,Detroit Pistons,2016-01-12,2015-16
9,1610612744,Golden State Warriors,38,36,2,0.947,48.5,42.1,86.4,0.488,12.8,30.0,0.426,17.4,23.3,0.749,10.5,36.5,46.9,29.0,15.6,8.2,6.5,3.8,20.7,20.6,114.4,12.1,14,1,1,1,5,1,5,2,1,2,1,15,13,21,14,2,4,1,25,12,5,3,18,14,1,2,10,Golden State Warriors,2016-01-12,2015-16
10,1610612745,Houston Rockets,39,20,19,0.513,48.5,36.3,81.9,0.444,10.7,30.3,0.355,20.6,28.8,0.717,11.0,31.7,42.7,21.3,16.8,10.0,5.0,5.4,21.3,22.3,104.0,-1.0,9,14,14,15,8,24,25,15,2,1,13,2,1,27,8,25,22,17,29,1,14,20,22,2,4,18,10,Houston Rockets,2016-01-12,2015-16
11,1610612754,Indiana Pacers,38,22,16,0.579,48.5,37.8,85.0,0.445,8.9,24.7,0.361,17.8,23.6,0.754,10.4,33.5,43.9,20.3,15.2,9.3,4.4,4.9,19.3,20.7,102.3,4.0,14,8,9,9,5,13,12,14,10,15,7,12,11,19,19,12,13,24,23,4,21,13,10,11,10,5,10,Indiana Pacers,2016-01-12,2015-16
12,1610612746,LA Clippers,38,25,13,0.658,48.3,38.2,82.5,0.463,8.7,24.7,0.354,18.8,27.2,0.692,9.4,33.2,42.6,23.1,13.3,7.4,5.4,3.1,21.3,23.4,103.9,3.6,14,5,5,5,16,10,23,4,11,14,14,6,2,28,24,15,23,8,2,22,10,1,21,1,5,6,10,LA Clippers,2016-01-12,2015-16
13,1610612747,Los Angeles Lakers,40,9,31,0.225,48.1,35.2,85.5,0.412,7.8,25.0,0.312,18.5,24.0,0.771,10.7,32.4,43.2,18.5,14.0,7.6,4.5,5.5,20.3,18.5,96.7,-8.8,1,29,29,29,24,29,7,30,21,12,30,8,9,14,11,21,19,28,11,20,20,23,14,28,26,29,10,Los Angeles Lakers,2016-01-12,2015-16
14,1610612763,Memphis Grizzlies,40,21,19,0.525,48.3,35.3,82.1,0.429,5.5,17.3,0.319,19.8,25.0,0.794,10.5,31.0,41.5,20.6,13.6,8.8,4.3,5.6,21.4,21.5,95.9,-2.9,1,12,14,14,20,27,24,27,28,27,28,5,8,4,13,29,27,22,4,6,22,25,23,7,28,22,10,Memphis Grizzlies,2016-01-12,2015-16
15,1610612748,Miami Heat,38,22,16,0.579,48.4,36.8,79.8,0.461,6.6,20.1,0.33,16.9,22.9,0.737,9.2,34.1,43.3,20.0,13.7,6.4,6.7,3.9,17.4,19.8,97.1,1.9,14,8,9,9,13,21,30,7,26,25,24,18,14,23,26,9,18,25,5,28,1,4,2,19,25,11,10,Miami Heat,2016-01-12,2015-16
16,1610612749,Milwaukee Bucks,40,16,24,0.4,48.3,37.8,82.5,0.458,5.9,16.4,0.358,16.4,21.8,0.754,10.4,30.2,40.5,23.4,14.7,7.9,5.4,5.6,22.3,19.1,97.8,-5.8,1,21,22,22,20,14,22,8,27,29,12,24,24,17,20,30,28,7,15,16,11,27,30,24,24,27,10,Milwaukee Bucks,2016-01-12,2015-16
17,1610612750,Minnesota Timberwolves,39,12,27,0.308,48.5,36.4,81.5,0.446,5.0,15.3,0.327,20.8,26.3,0.791,9.8,32.4,42.2,21.7,15.1,7.7,4.5,5.5,21.9,21.3,98.6,-4.0,9,26,26,26,8,23,27,13,30,30,25,1,3,6,22,22,25,14,20,18,19,22,27,8,22,24,10,Minnesota Timberwolves,2016-01-12,2015-16
18,1610612740,New Orleans Pelicans,37,11,26,0.297,48.4,37.4,84.8,0.441,8.5,24.8,0.344,17.7,22.5,0.789,8.9,33.9,42.8,21.3,14.1,7.4,5.0,4.7,21.4,19.9,101.0,-4.7,24,27,25,27,10,18,14,19,14,13,19,14,17,7,28,11,20,16,12,21,15,10,24,18,18,26,10,New Orleans Pelicans,2016-01-12,2015-16
19,1610612752,New York Knicks,40,20,20,0.5,48.1,36.8,83.6,0.44,7.2,21.5,0.336,18.0,21.9,0.821,10.5,33.2,43.6,20.3,13.8,6.0,5.7,4.4,20.7,19.0,98.8,-0.8,1,14,18,16,24,20,18,22,24,23,22,10,23,1,15,17,15,23,6,30,7,6,17,25,21,17,10,New York Knicks,2016-01-12,2015-16
20,1610612760,Oklahoma City Thunder,39,27,12,0.692,48.4,40.3,84.9,0.475,7.7,21.2,0.361,20.4,25.6,0.794,12.4,34.8,47.2,21.5,15.7,7.6,6.6,4.6,20.1,20.5,108.7,7.6,9,3,4,4,14,3,13,3,23,24,6,4,5,3,2,4,3,15,26,19,3,8,13,16,2,3,10,Oklahoma City Thunder,2016-01-12,2015-16
21,1610612753,Orlando Magic,38,20,18,0.526,48.5,38.6,85.3,0.452,7.7,22.1,0.35,14.1,18.1,0.775,10.4,33.0,43.4,22.5,14.6,8.1,4.9,5.5,20.5,17.8,98.9,0.3,14,14,13,13,5,6,8,9,22,21,16,30,30,13,18,19,17,9,14,13,16,24,16,30,20,15,10,Orlando Magic,2016-01-12,2015-16
22,1610612755,Philadelphia 76ers,40,4,36,0.1,48.0,34.9,81.6,0.427,8.1,25.3,0.321,15.1,22.3,0.678,10.0,31.9,41.9,19.9,18.3,8.0,6.6,6.5,21.6,19.3,92.9,-12.1,1,30,30,30,27,30,26,29,17,11,26,28,20,29,21,24,26,26,30,14,4,30,25,20,30,30,10,Philadelphia 76ers,2016-01-12,2015-16
23,1610612756,Phoenix Suns,40,13,27,0.325,48.1,38.5,86.0,0.447,9.6,25.6,0.376,15.9,21.3,0.747,10.4,32.4,42.8,20.7,16.6,8.9,3.9,4.8,21.7,20.5,102.5,-3.9,1,25,26,25,24,7,6,12,7,10,3,26,26,22,16,23,21,21,28,5,26,11,26,15,9,23,10,Phoenix Suns,2016-01-12,2015-16
24,1610612757,Portland Trail Blazers,40,16,24,0.4,48.3,37.6,85.1,0.442,10.1,28.2,0.358,16.1,22.1,0.728,11.8,34.1,46.0,20.8,15.3,6.5,4.0,5.2,22.0,18.7,101.3,-1.8,1,21,22,22,20,16,11,18,4,5,10,25,22,25,4,8,5,20,24,27,25,17,28,27,14,19,10,Portland Trail Blazers,2016-01-12,2015-16
25,1610612758,Sacramento Kings,37,15,22,0.405,48.4,40.0,86.5,0.462,8.4,23.2,0.361,18.2,25.2,0.719,10.5,33.5,44.0,24.8,16.6,8.5,4.0,5.4,20.8,21.9,106.5,-2.1,24,23,21,21,10,4,4,5,15,18,8,9,7,26,12,13,10,4,27,8,23,21,19,4,3,20,10,Sacramento Kings,2016-01-12,2015-16
26,1610612759,San Antonio Spurs,40,34,6,0.85,48.0,40.8,82.9,0.492,7.1,18.6,0.382,15.1,19.3,0.785,9.5,35.9,45.4,25.5,13.9,8.5,5.7,3.5,17.4,19.2,103.8,14.1,1,2,2,2,27,2,21,1,25,26,2,27,28,8,23,3,6,2,8,9,6,2,1,22,6,1,10,San Antonio Spurs,2016-01-12,2015-16
27,1610612761,Toronto Raptors,39,24,15,0.615,48.1,35.8,81.2,0.44,8.1,23.0,0.35,20.6,25.8,0.797,10.4,33.5,43.9,18.2,13.9,8.4,5.1,5.7,19.1,21.7,100.2,3.5,9,6,6,6,23,26,28,20,19,19,15,3,4,2,17,14,12,29,7,10,12,28,7,6,19,7,10,Toronto Raptors,2016-01-12,2015-16
28,1610612762,Utah Jazz,37,17,20,0.459,48.4,35.2,80.1,0.44,8.1,22.6,0.358,17.8,23.6,0.754,11.1,31.1,42.2,18.0,15.2,8.2,5.0,4.9,21.2,20.4,96.4,-0.3,24,18,18,19,10,28,29,21,18,20,11,13,12,18,7,28,24,30,21,11,13,14,20,17,27,16,10,Utah Jazz,2016-01-12,2015-16
29,1610612764,Washington Wizards,36,17,19,0.472,48.0,37.9,84.1,0.451,8.9,24.4,0.366,16.5,21.7,0.758,8.9,31.4,40.3,23.7,15.0,8.7,3.8,4.5,19.8,19.3,101.2,-2.6,29,18,14,18,27,12,17,10,9,16,5,23,25,16,29,27,30,5,19,7,28,7,11,21,15,21,10,Washington Wizards,2016-01-12,2015-16
