,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS,date,season
0,1610612737,Atlanta Hawks,64,36,28,0.563,48.1,35.9,78.7,0.457,7.4,20.3,0.363,18.8,25.6,0.735,10.6,29.4,40.0,20.4,12.8,7.4,4.8,4.4,19.5,20.7,98.0,1.2,5,12,12,12,29,22,24,14,9,7,18,18,11,29,22,20,23,18,6,11,15,9,5,20,19,13,10,Atlanta Hawks,2009-03-10,2008-09
1,1610612738,Boston Celtics,64,49,15,0.766,48.4,37.4,76.9,0.487,6.4,16.5,0.39,20.1,26.0,0.771,10.6,31.8,42.4,22.7,15.8,7.9,4.6,4.5,23.4,22.7,101.4,8.8,5,3,3,3,12,9,29,2,17,21,3,9,8,16,19,5,8,3,27,7,20,12,27,5,10,2,10,Boston Celtics,2009-03-10,2008-09
2,1610612766,Charlotte Bobcats,64,28,36,0.438,48.6,34.7,76.5,0.454,6.0,16.0,0.377,17.8,23.9,0.745,10.6,28.8,39.4,21.2,15.5,7.0,4.8,6.0,21.9,20.9,93.1,-1.5,5,19,19,20,3,30,30,17,22,22,11,25,20,26,19,27,26,12,25,23,14,29,20,16,30,19,10,Charlotte Bobcats,2009-03-10,2008-09
3,1610612741,Chicago Bulls,64,29,35,0.453,48.7,37.7,83.4,0.452,5.9,15.5,0.381,20.0,25.3,0.79,12.2,30.5,42.7,21.0,15.0,7.6,5.6,5.6,21.5,21.0,101.3,-1.1,5,18,17,17,1,8,6,19,24,24,6,10,14,8,6,12,7,14,22,9,4,27,19,15,11,18,10,Chicago Bulls,2009-03-10,2008-09
4,1610612739,Cleveland Cavaliers,63,50,13,0.794,48.1,36.5,77.9,0.468,7.9,20.4,0.389,18.8,25.0,0.754,10.7,31.0,41.7,19.9,13.2,7.6,5.4,4.0,20.2,20.5,99.7,9.3,17,1,1,1,28,18,26,5,5,6,4,19,15,23,17,10,13,26,8,8,6,5,6,21,13,1,10,Cleveland Cavaliers,2009-03-10,2008-09
5,1610612742,Dallas Mavericks,64,39,25,0.609,48.4,38.2,82.8,0.461,6.8,19.6,0.347,18.3,22.3,0.821,11.2,31.6,42.8,21.5,13.3,7.3,5.4,4.0,19.3,20.0,101.4,1.6,5,10,10,11,12,7,7,9,13,11,23,24,29,2,13,7,6,10,10,14,7,7,3,24,9,11,10,Dallas Mavericks,2009-03-10,2008-09
6,1610612743,Denver Nuggets,65,40,25,0.615,48.2,36.6,78.7,0.465,6.4,17.6,0.362,23.0,30.4,0.756,10.9,30.4,41.3,21.7,15.6,8.5,5.8,5.4,22.9,23.8,102.6,2.3,3,8,10,10,25,16,23,7,18,18,19,1,1,21,16,13,14,8,26,3,3,24,26,2,7,10,10,Denver Nuggets,2009-03-10,2008-09
7,1610612765,Detroit Pistons,62,32,30,0.516,48.3,35.9,79.2,0.453,4.6,13.3,0.343,17.1,22.8,0.749,11.0,29.7,40.7,20.4,11.8,6.3,4.6,4.0,21.0,19.9,93.5,-0.4,27,15,14,15,15,23,22,18,28,28,26,28,26,25,14,17,20,19,1,28,19,5,18,25,29,16,10,Detroit Pistons,2009-03-10,2008-09
8,1610612744,Golden State Warriors,63,21,42,0.333,48.6,39.2,85.6,0.457,6.7,17.9,0.373,22.9,29.2,0.783,11.5,30.1,41.7,20.7,15.1,8.0,6.5,5.0,22.2,23.6,107.8,-3.7,17,24,24,24,4,3,3,11,15,17,14,2,2,11,10,15,12,15,23,6,1,20,23,3,2,23,10,Golden State Warriors,2009-03-10,2008-09
9,1610612745,Houston Rockets,65,42,23,0.646,48.2,35.8,79.6,0.449,7.8,20.5,0.378,19.5,24.3,0.805,10.5,32.5,43.0,20.5,14.2,6.8,4.0,5.4,19.0,21.1,98.8,3.9,3,6,6,6,22,25,20,23,7,5,8,12,19,5,23,2,4,16,13,25,28,24,2,14,17,8,10,Houston Rockets,2009-03-10,2008-09
10,1610612754,Indiana Pacers,66,28,38,0.424,48.5,38.9,86.2,0.452,8.0,21.2,0.377,19.0,23.5,0.808,11.4,32.2,43.6,22.1,15.0,7.1,5.2,5.6,23.7,21.3,104.8,-1.7,2,19,22,21,8,4,2,20,3,3,10,17,21,3,11,4,2,5,21,19,11,26,29,12,5,20,10,Indiana Pacers,2009-03-10,2008-09
11,1610612746,Los Angeles Clippers,64,15,49,0.234,48.5,35.7,82.0,0.436,6.4,18.4,0.346,17.0,22.9,0.742,11.2,29.0,40.2,21.0,14.9,7.0,6.1,5.2,20.5,19.8,94.8,-8.7,5,28,28,28,5,26,9,30,19,15,25,29,25,27,12,24,21,13,19,22,2,22,11,26,26,29,10,Los Angeles Clippers,2009-03-10,2008-09
12,1610612747,Los Angeles Lakers,63,50,13,0.794,48.3,40.6,85.4,0.475,6.9,18.9,0.365,20.3,26.4,0.771,12.6,31.8,44.4,23.6,13.5,8.5,5.3,4.7,20.7,22.6,108.5,7.9,17,1,1,1,16,1,4,4,12,13,16,6,6,15,3,6,1,2,11,2,8,13,16,8,1,3,10,Los Angeles Lakers,2009-03-10,2008-09
13,1610612763,Memphis Grizzlies,62,16,46,0.258,48.4,35.0,77.6,0.45,4.6,13.5,0.34,19.1,25.4,0.753,10.6,28.7,39.3,17.1,15.1,7.5,4.5,5.6,22.1,21.7,93.6,-6.0,27,27,26,27,9,29,27,21,27,27,28,15,13,24,21,28,28,30,24,10,21,28,21,9,28,27,10,Memphis Grizzlies,2009-03-10,2008-09
14,1610612748,Miami Heat,63,34,29,0.54,48.4,37.0,81.2,0.455,7.0,19.7,0.354,17.1,22.5,0.761,10.2,29.0,39.3,20.1,12.7,8.1,5.5,4.0,20.6,19.6,98.0,-0.2,17,13,13,13,10,11,11,15,11,9,22,27,27,20,24,23,29,23,4,4,5,4,12,28,20,15,10,Miami Heat,2009-03-10,2008-09
15,1610612749,Milwaukee Bucks,67,30,37,0.448,48.3,36.7,82.1,0.448,6.0,16.7,0.361,20.4,26.0,0.783,12.1,28.9,41.1,21.7,14.3,7.4,3.8,4.7,24.3,23.0,99.9,-0.6,1,16,20,18,19,14,8,24,21,20,20,5,9,10,7,25,17,9,14,13,29,14,30,4,12,17,10,Milwaukee Bucks,2009-03-10,2008-09
16,1610612750,Minnesota Timberwolves,63,18,45,0.286,48.4,36.8,83.6,0.44,6.2,18.3,0.341,19.0,24.6,0.772,12.3,29.7,42.0,20.5,14.4,6.4,4.1,6.5,22.1,20.2,98.8,-5.0,17,25,25,25,10,12,5,29,20,16,27,16,16,14,5,18,11,17,16,27,26,30,22,23,16,25,10,Minnesota Timberwolves,2009-03-10,2008-09
17,1610612751,New Jersey Nets,63,28,35,0.444,48.5,35.7,80.2,0.445,7.9,21.0,0.377,19.3,24.5,0.785,10.7,29.4,40.0,19.8,13.2,7.1,4.7,4.8,22.7,20.8,98.5,-2.2,17,19,17,19,7,27,16,28,6,4,12,14,17,9,17,21,22,28,9,18,17,15,25,18,18,22,10,New Jersey Nets,2009-03-10,2008-09
18,1610612740,New Orleans Hornets,62,39,23,0.629,48.1,35.2,77.0,0.457,7.4,19.6,0.377,18.5,22.9,0.807,9.7,30.0,39.7,20.0,12.6,7.3,4.2,3.6,20.4,20.9,96.2,2.8,27,10,6,9,27,28,28,13,8,10,9,22,24,4,28,16,25,25,3,15,24,1,9,17,25,9,10,New Orleans Hornets,2009-03-10,2008-09
19,1610612752,New York Knicks,63,26,37,0.413,48.2,38.6,86.5,0.446,10.5,28.7,0.366,18.4,23.2,0.795,11.0,31.4,42.3,21.5,14.7,7.2,2.3,5.2,20.7,19.4,106.2,-2.0,17,22,20,22,20,5,1,27,1,1,15,23,22,7,15,8,9,11,17,17,30,23,15,29,4,21,10,New York Knicks,2009-03-10,2008-09
20,1610612760,Oklahoma City Thunder,64,18,46,0.281,48.4,36.8,81.8,0.449,4.2,11.7,0.359,20.2,25.8,0.783,12.4,30.7,43.1,20.3,16.7,7.2,4.4,4.9,20.6,20.8,97.9,-5.4,5,25,26,26,12,13,10,22,29,30,21,8,10,12,4,11,3,21,30,16,22,18,14,19,21,26,10,Oklahoma City Thunder,2009-03-10,2008-09
21,1610612753,Orlando Magic,63,46,17,0.73,48.2,35.8,78.0,0.46,10.3,26.2,0.391,20.0,27.5,0.727,9.8,33.0,42.8,19.2,14.3,7.0,5.3,3.8,20.3,22.6,102.0,6.8,17,4,4,4,23,24,25,10,2,2,2,11,4,30,26,1,5,29,15,21,9,2,8,7,8,4,10,Orlando Magic,2009-03-10,2008-09
22,1610612755,Philadelphia 76ers,61,30,31,0.492,48.1,36.4,80.2,0.455,4.1,13.2,0.315,19.4,26.2,0.74,12.8,29.5,42.3,20.2,14.8,8.1,5.3,4.9,20.2,21.5,96.4,0.4,30,16,16,16,26,19,15,16,30,29,30,13,7,28,2,19,10,22,18,5,10,16,7,10,24,14,10,Philadelphia 76ers,2009-03-10,2008-09
23,1610612756,Phoenix Suns,64,34,30,0.531,48.2,40.2,80.3,0.501,6.7,17.3,0.386,20.3,26.9,0.755,10.2,31.1,41.2,22.6,16.0,6.9,4.9,4.3,20.8,22.7,107.5,1.4,5,13,14,14,24,2,14,1,16,19,5,7,5,22,25,9,16,4,29,24,12,8,17,6,3,12,10,Phoenix Suns,2009-03-10,2008-09
24,1610612757,Portland Trail Blazers,63,40,23,0.635,48.3,36.7,79.3,0.463,7.3,19.1,0.38,18.5,24.3,0.761,13.0,28.3,41.3,20.3,12.8,6.8,4.7,3.9,20.6,21.2,99.1,4.0,17,8,6,8,16,15,21,8,10,12,7,21,18,19,1,29,15,20,5,26,17,3,13,13,15,7,10,Portland Trail Blazers,2009-03-10,2008-09
25,1610612758,Sacramento Kings,64,14,50,0.219,48.5,36.1,80.7,0.448,6.8,18.7,0.363,20.4,25.5,0.801,9.8,28.9,38.7,19.8,15.9,7.0,4.1,5.0,23.5,21.3,99.5,-8.8,5,30,30,30,5,21,13,25,14,14,17,4,12,6,27,26,30,27,28,20,27,19,28,11,14,30,10,Sacramento Kings,2009-03-10,2008-09
26,1610612759,San Antonio Spurs,63,43,20,0.683,48.6,37.2,79.8,0.466,8.0,20.2,0.394,15.3,19.9,0.77,8.9,32.2,41.0,21.8,12.0,5.8,4.3,4.4,18.8,18.6,97.6,4.2,17,5,5,5,2,10,18,6,4,8,1,30,30,17,30,3,18,6,2,30,23,11,1,30,22,5,10,San Antonio Spurs,2009-03-10,2008-09
27,1610612761,Toronto Raptors,64,23,41,0.359,48.2,36.5,79.8,0.457,6.0,15.9,0.374,18.7,22.5,0.83,9.0,30.4,39.3,21.8,13.2,6.2,4.8,4.4,19.4,20.3,97.6,-3.7,5,23,23,23,21,17,19,12,23,23,13,20,28,1,29,14,27,7,7,29,13,10,4,22,23,24,10,Toronto Raptors,2009-03-10,2008-09
28,1610612762,Utah Jazz,64,41,23,0.641,48.3,38.3,80.0,0.479,4.8,13.9,0.347,21.8,28.1,0.774,11.7,29.3,40.9,24.8,14.9,8.9,4.8,4.9,22.2,23.9,103.2,4.1,5,7,6,7,18,6,17,3,26,26,24,3,3,13,9,22,19,1,19,1,15,17,24,1,6,6,10,Utah Jazz,2009-03-10,2008-09
29,1610612764,Washington Wizards,64,15,49,0.234,48.1,36.2,80.8,0.447,4.8,14.9,0.324,17.5,22.9,0.762,11.7,28.0,39.7,20.1,14.1,7.4,4.2,5.1,20.5,19.6,94.7,-7.5,5,28,28,28,29,20,12,26,25,25,29,26,23,18,8,30,24,24,12,12,25,21,10,27,27,28,10,Washington Wizards,2009-03-10,2008-09
